Cbc News,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages,2020-03-27 08:00:00,recognizing that most active ingredients for drugs come from India and China and medical supply chains have been disrupted by the spread of COVID-19.,Coronavirus a wake-up call for Canadas prescription drug supply,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages
Cbc News,Essential workers lose emergency daycare,Follow Gary Moore On Twitter,despite COVID-19 plan,Gary Moore Is A Video Journalist Based In Fredericton.,2020-03-23 10:00:00
Cbc News,2020-03-20 15:08:00,Etches says,Ottawas current tally of 19 confirmed COVID-19 likely represents only a small fraction of the number of residents who have been infected with the illness,Thousands likely infected with COVID-19 in Ottawa,Ottawas top doctor repeated Friday.
"",2020-03-20 14:55:00,close border at midnight to stop spread of COVID-19,Canada will now turn back asylum-seekers attempting to enter the country outside of official border points,Canada to turn back asylum seekers,Prime Minister Justin Trudeau announced Friday — part of a set of extreme new measures meant to stop the spread of COVID-19.
"",2020-03-20 14:52:00,playgrounds to close,The region has two more cases of COVID-19 as of Friday morning. One is from community transmission and the other is a person who was on a cruise.,2 new cases of COVID-19 reported in Waterloo region,There are two new reported cases of the coronavirus in Waterloo region as of Friday morning
Cbc News,West End and Yaletown residents are making noise from their balconies each night at 7 p.m. to coincide with St. Pauls Hospital shift change.,2020-03-23 22:08:00,The streets may be quieter than usual but residents isolating in Vancouvers Yaletown and West End apartments are getting loud nightly in a public display of appreciation for health-care workers on the front lines of the COVID-19 outbreak. For the past few nights,Vancouverites stage noisy show of appreciation for health-care workers,people have taken to their balconies and windows to applaud
"",Public gatherings over 50 people have been banned in Manitoba as part of a public health order issued as the province enters a state of emergency.,2020-03-20 14:06:00,Public gatherings over 50 people have been banned in Manitoba as part of a public health order issued as the province enters a state of emergency. Premier Brian Pallister declared a state of emergency Friday morning to deal with the COVID-19 pandemic. This facilitates a number of emergency measures,Gatherings of more than 50 banned as Manitoba declares state of emergency over coronavirus,starting with a public health order that effectively bans large public gatherings
Cbc News,2020-03-19 08:00:00,March 19,CBC Ottawas latest roundup of key points to know during the coronavirus pandemic.,What you need to know about COVID-19 in Ottawa on Thursday,Recent developments:  2 new cases in Ottawa
Cbc News,Avalanche Canada is issuing its final avalanche hazard forecast of the season this week,2020-03-24 19:42:00,ending its forecasting a month earlier than usual after the COVID-19 pandemic put a stop to backcountry operations across western Canada.,Avalanche Canada ending avalanche forecasting this week due to pandemic,Avalanche Canada is issuing its final avalanche hazard forecast of the season this week
"",2020-03-18 21:36:00,bringing total to 231,B.C. provincial health officer  Dr. Bonnie Henry announced 45 new coronavirus cases in B.C. on Wednesday,B.C. announces 45 new coronavirus cases,bringing the total number in the province to 231.
"",Some Canadian publishers are offering special deals on e-books in a bid to entertain readers and pay authors during the COVID-19 shutdown.,2020-03-23 09:00:00,If youre looking for an escape from the global coronavirus pandemic,Canadian publishers turn to e-book discounts to entice readers amid COVID-19,some Canadian publishers are offering special deals on e-books in a bid to entertain readers and pay authors.  Invisible Publishing said all its e-books are set to pay-what-you-can during the COVID-19 pandemic.  Theres no minimum price. Theres also no maximum
Reporter,Student Protests. Now That She S Back In Her Hometown Of Toronto,Natalie Is A Storyteller Who Spent The Last Few Years In Montreal Covering Everything Politics To Corruption,She Is Eagerly Rediscovering What Makes This City Tick,Cbc Toronto,Has A Personal Interest In Real Estate
Senior Reporter,Philip Has Covered Stories Big,Small Town Ontario To Washington D.C.,Small. An Award-Winning Reporter With More Than Two Decades Of Experience In Ontario,Cbc Toronto,Alberta
Cbc News,Public health authorities in Ontario confirmed 60 new cases of COVID-19 on Friday,2020-03-20 11:58:00,marking the largest single-day increase since the outbreak began and pushing the provincial total to 318.,Ontarians told to lock down to prevent further community spread of COVID-19,Ontarios Chief Medical Officer of Health Dr. David Williams on Friday called on people to take social distancing seriously
Cbc News,The employee worked on March 15 from noon to 8 p.m.,2020-03-21 22:38:00,according a McDonalds spokesperson.,McDonalds closes Rymal Road location after employee tests positive for COVID-19,UPDATE | Police have now determined no one at this location tested positive for COVID-19.  The McDonalds location at 20 Rymal Road East is closed after an employee tested positive for COVID-19. In a statement emailed to CBC
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,A city transformed: One week of COVID-19 in Hamilton
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,A city transformed: One week of COVID-19 in Hamilton
Cbc News,Public health authorities in Ontario confirmed 60 new cases of COVID-19 on Friday,2020-03-20 11:58:00,marking the largest single-day increase since the outbreak began and pushing the provincial total to 318.,Ontarians told to lock down to prevent further community spread of COVID-19,Ontarios Chief Medical Officer of Health Dr. David Williams on Friday called on people to take social distancing seriously
"",2020-03-21 19:30:00,with 31 new cases since Friday,31 new cases of COVID-19 have been identified since yesterday according to Alberta’s deputy chief medical officer of health,COVID-19 cases in Alberta rise to 226,Dr. Marcia Johnson.
Reporter,Student Protests. Now That She S Back In Her Hometown Of Toronto,Natalie Is A Storyteller Who Spent The Last Few Years In Montreal Covering Everything Politics To Corruption,She Is Eagerly Rediscovering What Makes This City Tick,Cbc Toronto,Has A Personal Interest In Real Estate
Cbc News,CBC News Nova Scotia brings you the latest on todays developments on the pandemic across the province.,2020-03-24 21:00:00,CBC News Nova Scotia brings you the latest on todays developments on the pandemic across the province. For the latest weather,March 24 COVID-19 N.S. News Update,follow Ryan Snoddon on Facebook and watch his latest update below.  MORE NOVA SCOTIA COVID-19 COVERAGE Nova Scotia increasing 811 staffing levels
Cbc News,A case of COVID-19 has been confirmed in Timmins.,2020-03-20 10:09:00,A case of COVID-19 has been confirmed in Timmins.  The Porcupine Health Unit said a man in his 50s returned to the city after international travel. He developed respiratory symptoms and told the health unit on Tuesday.  Northern Ontario should take COVID-19 seriously despite lack of cases: health ministerSudbury doctor slams COVID-19 testing wait times That same day,Timmins man tests positive for COVID-19: Porcupine Health Unit,he was tested for the virus at his home. Following a positive diagnosis
Taryn Grant Is A Halifax-Based Reporter For Cbc Nova Scotia. Get In Touch With Her Email At Taryn.Grant Cbc.Ca,While most businesses are having to close because of the COVID-19 pandemic,2020-03-20 09:00:00,two Nova Scotia golf courses plan to be open this weekend.,COVID-19 wont stop some N.S. golf courses from opening,Update: When Nova Scotia declared a state of emergency on March 22
The Associated Press,2020-03-17 07:37:00,Biden pulls further away from Sanders,Joe Biden has swept to victory in Florida,With 3 more victories,Illinois and Arizona
Parliament Hill Bureau,The National Post,Has Written For MacleanS,The Globe,Aaron Wherry Has Covered Parliament Hill Since,Mail. He Is The Author Of Promise
"",As the number of COVID-19 cases in Canada continues to rise,2020-03-21 08:00:00,experts say we need to rapidly expand our testing capacity in order to identify new cases and isolate people who may be spreading the virus unknowingly because they are symptom-free.,They were completely unaware: Why mass COVID-19 testing is key to stopping spread,This is an excerpt from Second Opinion
"",It was just a little more than week ago that Ottawa saw its first confirmed case of COVID-19. When the news changes by the hour,2020-03-20 08:00:00,it can be difficult to keep on top of the latest COVID-19 updates. Heres what you need to know about COVID-19 testing right now.,Understanding COVID-19 testing in Ottawa,It was just a little more than week ago that Ottawa saw its first confirmed case of COVID-19. Two days later
Medical Science,Current Affairs,Has Spent Years Reporting On A Wide Range Of National News,With A Particular Interest In Science,Kelly Crowe Is A Science Correspondent For Cbc News. She Joined Cbc In,Why its so difficult to get tested for COVID-19 in Canada
"",A privacy impact assessment of Babylon,2020-03-24 00:01:00,the controversial telehealth doctor consultation app,No privacy review completed of controversial Telus Health Babylon app,may not be completed for a year or more.
Cbc News,2020-03-22 12:38:00,union says,The Ontario Nurses Association says more than 50 nurses were exposed to a patient at St. Marys General Hospital in Kitchener before he was tested for COVID-19. The hospitals CEO says people were at potential risk,More than 50 nurses exposed to COVID-19 patient,and six people who showed symptoms have been tested.
Senior Reporter,Cbc The National Specializing In Breaking News. Whether ItS A Terror Attack Or A Royal Tour,Natalie Is An Award-Wining Senior Reporter For Cbc News Network,She Brings The Stories To You.,Cbc News,Natalie Lives In Toronto With Her Husband
"",Community halls across the city may be closed,2020-03-20 18:00:00,but many leagues are still active as they mobilize to support people in their neighborhoods.,Community connection: How neighbours are supporting each other while social distancing,Halls across the city may be closed
Cbc News,2020-03-11 18:10:00,says North Bay travel agent,Chris Mayne has been a travel agent in North Bay for 40 years. He says people seem to be anxious right now travelling almost anywhere.,People seem anxious to travel right now,Chris Mayne says he remembers when Torontos airport was virtually a ghost town during SARS. And he remembers how business travel froze right after 911. But unprecedented is the word he uses when describing what hes seeing as a reaction to COVID-19. Mayne has been a travel agent in North Bay for 40 years. Hes also a city councillor. The scope of the change
Cbc News,Avalanche Canada is issuing its final avalanche hazard forecast of the season this week,2020-03-24 19:42:00,ending its forecasting a month earlier than usual after the COVID-19 pandemic put a stop to backcountry operations across western Canada.,Avalanche Canada ending avalanche forecasting this week due to pandemic,Avalanche Canada is issuing its final avalanche hazard forecast of the season this week
Cbc News,2020-03-21 15:00:00,Edmonton athletes dream seems further away,No coaches or trainers. No training facilities,Ill just keep training: As Olympics get closer,for that matter. And as the COVID-19 outbreak continues to rage just four months ahead of the 2020 Summer Olympics
Cbc News,B.C. Liquor Stores are limiting hours to keep staff safer in the wake of the coronavirus pandemic.,2020-03-19 23:18:00,B.C. Liquor Stores are reducing hours to keep staff safer in the wake of the coronavirus pandemic. The number of people allowed in the store at once will also be restricted. Effective Thursday,B.C. Liquor Stores reduce hours to protect staff,hours at B.C. Liquor Stores shift to 11 a.m. to 7 p.m. Reduced store hours at B.C. Cannabis stores also take effect March 20
Cbc News,Roots to Harvest,2020-03-17 18:08:00,a community based agency in Thunder Bay,How can people help: Community organizations aim to ramp up food access during pandemic,is responding to recent closures of food services and is exploring new ways of coordinating with organizations who are working with the vulnerable population with access to food.
Dr. Taylor Lougheed Is An Ontario Physician Practicing In Family,Cannabinoid Medicine.,Sport,Plea from an ER doctor: Give our stretched health-care resources a fighting chance,Emergency,2020-03-24 08:00:00
Cbc News,The Windsor-Essex County Health Unit (WECHU) announced on Monday the regions third confirmed case of COVID-19.,2020-03-23 19:52:00,The Windsor-Essex County Health Unit (WECHU) announced on Monday the regions third confirmed case of COVID-19. According to the health unit,Health unit confirms Windsors 3rd case of COVID-19,a man in his late 40s who lives in Windsor-Essex and works in Michigan has been diagnosed.  He has been self-isolating since developing symptoms and is currently recovering at home
"",Community halls across the city may be closed,2020-03-20 18:00:00,but many leagues are still active as they mobilize to support people in their neighborhoods.,Community connection: How neighbours are supporting each other while social distancing,Halls across the city may be closed
Cbc News,The City of Windsor wants emergency support workers battling the COVID-19 pandemic to know there is child care available to them should they need it.,2020-03-24 16:53:00,The City of Windsor wants emergency support workers battling the COVID-19 pandemic to know there is child care available to them should they need it.  There are licensed home child care agencies that are currently open and have space available,Child care available for Windsors emergency support workers,according to a press release from the city. These agencies are taking registrations for child care across Windsor-Essex:  Wee Watch: 519-776-9797 Great Beginnings: 519-984-8928 Windsor East: 226-526-4474  The city said they are polling emergency support workers to assess their needs
Cbc News,2020-03-22 12:38:00,union says,The Ontario Nurses Association says more than 50 nurses were exposed to a patient at St. Marys General Hospital in Kitchener before he was tested for COVID-19. The hospitals CEO says people were at potential risk,More than 50 nurses exposed to COVID-19 patient,and six people who showed symptoms have been tested.
Cbc News,Roots to Harvest,2020-03-17 18:08:00,a community based agency in Thunder Bay,How can people help: Community organizations aim to ramp up food access during pandemic,is responding to recent closures of food services and is exploring new ways of coordinating with organizations who are working with the vulnerable population with access to food.
Senior Reporter,Cbc The National Specializing In Breaking News. Whether ItS A Terror Attack Or A Royal Tour,Natalie Is An Award-Wining Senior Reporter For Cbc News Network,She Brings The Stories To You.,Cbc News,Natalie Lives In Toronto With Her Husband
"",Businesses in Waterloo region say theyre laying off workers and worrying about the future,2020-03-24 09:00:00,as social distancing measures continue to ramp up.,Local businesses grappling with huge financial hit from COVID-19,Many local businesses say theyve already been hit hard by the financial repercussions of COVID-19 and are worried about paying the rent as the end of the month approaches.  In recent weeks
"",2020-03-24 11:00:00,frontline charities,Agencies that provide frontline services to vulnerable populations will be able to apply for provincial grants beginning this week,As fast as we can get it out: Alberta rolls out plan for funding shelters,says Alberta’s minister of community and social services.
"",Doctors say the government needs to act now to support those in health-care who work on the front-lines with Calgarys most vulnerable population — the homeless.,2020-03-23 01:40:00,It wasnt a usual,We are putting the entire public at risk: Doctors say shelters need urgent help with COVID-19 response, crowded protest. On Sunday
"",2020-03-23 16:12:00,social distancing,P.E.I. chief public health officer Dr. Heather Morrison continues to stress self-isolation and social distancing,P.E.I. chief public health officer stressing self-isolation,and is preparing the system for an increase in cases
"",2020-03-19 13:30:00,social distancing measures could be in place for weeks or months,Prime Minister Justin Trudeau offered more assurances today that the government would help all Canadians through the COVID-19 crisis — but warned that extraordinary measures to contain the virus could be in place for weeks or months.,PM says closures,Prime Minister Justin Trudeau offered more assurances today that the government would help all Canadians through the COVID-19 crisis — but warned that extraordinary measures to contain the virus could be in place for weeks or months. Speaking from his residence at Rideau Cottage where he remains in self-isolation
Science,Technology For Cbc News. She Has Previously Worked As A Digital Journalist For Cbc Ottawa,Emily Chung Covers Science,As An Occasional Producer At CbcS Quirks,Technology Writer,Quarks. She Has A Phd In Chemistry.
"",In a letter sent to families Thursday,2020-03-20 00:06:00,the school district informed parents of three infected students,4 Calgary Catholic school students test positive for COVID-19,but said they would not be releasing the names or schools of the students.
"",In a letter sent to families Thursday,2020-03-20 00:06:00,the school district informed parents of three infected students,4 Calgary Catholic school students test positive for COVID-19,but said they would not be releasing the names or schools of the students.
Cbc News,Sarah and Tharian Botting are self-isolating at home in Whitehorse,2020-03-25 12:30:00,but they dont mind it too much — theyve got a newborn to keep them happy,What its like to have a baby during a pandemic,and plenty busy.
"",2020-03-25 00:33:00,union says,A TTC subway operator has tested positive for COVID-19,TTC subway operator tests positive for COVID-19,the union that represents TTC workers says.
"",In a letter sent to families Thursday,2020-03-20 00:06:00,the school district informed parents of three infected students,4 Calgary Catholic school students test positive for COVID-19,but said they would not be releasing the names or schools of the students.
"",In a letter sent to families Thursday,2020-03-20 00:06:00,the school district informed parents of three infected students,4 Calgary Catholic school students test positive for COVID-19,but said they would not be releasing the names or schools of the students.
Cbc News,2020-03-24 14:36:00,health unit says,The Porcupine Health Unit says a fourth case of COVID-19 has been confirmed in its region.,Latest Timmins COVID-19 case involved international travel,The Porcupine Health Unit says a fourth case of COVID-19 has been confirmed in the region. The health unit says a man in his 70s tested positive after recently returning from the United States. It adds this case is not connected to any other local cases. On March 12
"",2020-03-19 13:30:00,social distancing measures could be in place for weeks or months,Prime Minister Justin Trudeau offered more assurances today that the government would help all Canadians through the COVID-19 crisis — but warned that extraordinary measures to contain the virus could be in place for weeks or months.,PM says closures,Prime Minister Justin Trudeau offered more assurances today that the government would help all Canadians through the COVID-19 crisis — but warned that extraordinary measures to contain the virus could be in place for weeks or months. Speaking from his residence at Rideau Cottage where he remains in self-isolation
"",Quebec City police have arrested a woman,2020-03-21 00:44:00,who has tested positive for the coronavirus,Quebec City police arrest COVID-19 patient for defying quarantine,for being out in the citys Limoilou neighbourhood despite being under a quarantine order.
Cbc News,2020-03-19 21:07:00,First Nations programs and business of government,St. Johns,COVID-19 continues to disrupt municipalities,Miawpukek First Nation join others in facility shutdowns
David Thurton Is A National Reporter In CbcS Parliamentary Bureau. HeS Worked For Cbc In Fort Mcmurray,What can governments do to prevent pandemic-driven price gouging?,In CanadaS Arctic.,2020-03-20 21:07:00,The Maritimes,Hand sanitizer
Provincial Affairs Reporter,Mike Filed Stories Countries In Africa As A Freelance Journalist,Flaws In OntarioS Welfare-Payment Computer System. Before Joining The Cbc In,Worked As A Newspaper Reporter In B.C.,Mike Crawley Is Provincial Affairs Reporter In Ontario For Cbc News. He Has Won Awards For His Reporting On The Ehealth Spending Scandal,Twitter
Cbc News,McDonalds has closed down one of its restaurants in southeast Calgary after an employee reported testing positive for COVID-19.,2020-03-20 23:20:00,McDonalds has closed down one of its restaurants in southeast Calgary after an employee reported testing positive for COVID-19. The restaurant,McDonalds restaurant shuts down after employee reports positive COVID-19 test,at 20 Riverglen Drive S.E.
Provincial Affairs Reporter,Mike Filed Stories Countries In Africa As A Freelance Journalist,Flaws In OntarioS Welfare-Payment Computer System. Before Joining The Cbc In,Worked As A Newspaper Reporter In B.C.,Mike Crawley Is Provincial Affairs Reporter In Ontario For Cbc News. He Has Won Awards For His Reporting On The Ehealth Spending Scandal,Twitter
Cbc News,Sarah and Tharian Botting are self-isolating at home in Whitehorse,2020-03-25 12:30:00,but they dont mind it too much — theyve got a newborn to keep them happy,What its like to have a baby during a pandemic,and plenty busy.
Cbc News,The Windsor-Essex County Medical Health Units said it is working with the medical officer for Detroit Public Health to do contact tracing and manage the mans case.,2020-03-21 20:11:00,Just hours after speaking with the media about the first case of COVID-19 detected in Windsor-Essex County on Saturday morning,Michigan healthcare worker living in Windsor-Essex County reported as 2nd local COVID-19 case,the health unit confirmed there is a second case.  Health unit confirms first case of COVID-19 in Windsor-Essex  The Windsor-Essex County Health Unit (WECHU) said a man in his 20s
"",2020-03-19 20:18:00,Montreal delays tax deadline in efforts to boost economy,The provincial government and the City of Montreal rolled out several billions of dollars in financial aid Thursday for businesses and individuals dealing with an economy thats stalling under public health measures to prevent the spread of COVID-19.,Quebec to dole out 2.5B in businesses loans,The provincial government and the City of Montreal rolled out more financial aid Thursday for businesses and individuals dealing with an economy thats stalling under public health measures to prevent the spread of COVID-19. Quebec announced its making 2.5 billion available for businesses
"",2020-03-25 00:33:00,union says,A TTC subway operator has tested positive for COVID-19,TTC subway operator tests positive for COVID-19,the union that represents TTC workers says.
Cbc News,2020-03-18 08:00:00,March 18,CBC Ottawas latest roundup of key points to know during the coronavirus pandemic.,What you need to know about COVID-19 in Ottawa on Wednesday,Recent developments:  Ottawa reports 14th confirmed case
"",B.C. provincial health officer Dr. Bonnie Henry says B.C. has confirmed 83 new cases of COVID-19. Three more people have died of the novel coronavirus.,2020-03-17 21:33:00,B.C. provincial health officer Dr. Bonnie Henry says B.C. has confirmed 83 new cases of COVID-19. Three more people have died of the novel coronavirus. She says the province is declaring a public health emergency. B.C. has now identified a total of 186 patients,B.C. declares public health emergency with 186 cases of COVID-19 and 7 deaths,of whom seven have died.  Stay informed by joining our CBC Vancouver Facebook group on coronavirus.   This declaration of an emergency allows me to be faster
"",B.C. provincial health officer Dr. Bonnie Henry says B.C. has confirmed 83 new cases of COVID-19. Three more people have died of the novel coronavirus.,2020-03-17 21:33:00,B.C. provincial health officer Dr. Bonnie Henry says B.C. has confirmed 83 new cases of COVID-19. Three more people have died of the novel coronavirus. She says the province is declaring a public health emergency. B.C. has now identified a total of 186 patients,B.C. declares public health emergency with 186 cases of COVID-19 and 7 deaths,of whom seven have died.  Stay informed by joining our CBC Vancouver Facebook group on coronavirus.   This declaration of an emergency allows me to be faster
"",Businesses in Waterloo region say theyre laying off workers and worrying about the future,2020-03-24 09:00:00,as social distancing measures continue to ramp up.,Local businesses grappling with huge financial hit from COVID-19,Many local businesses say theyve already been hit hard by the financial repercussions of COVID-19 and are worried about paying the rent as the end of the month approaches.  In recent weeks
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,5 new COVID-19 cases in Hamilton Monday as officials prepare for steep rise in coming days
Tori Weldon Is A Reporter Based In Moncton. SheS Been Working For The Cbc Since,2020-03-20 19:46:00,supplies to deal with pandemic,Horizon Health doctors say the province started preparing a response to a pandemic after the SARS outbreak in Toronto in 2001.,Moncton doctors say Horizon Health has enough staff,Lead doctors at Horizon Health Network say the organization has enough supplies and staff to deal with the coronavirus pandemic. Dr. Ken Gillespie
"",2020-03-19 11:00:00,study finds,Children of all ages are susceptible to COVID-19 and while their symptoms are generally less severe than those of adults,Some children with COVID-19 become seriously ill,a small percentage — particularly preschoolers and infants — can become seriously ill
Cbc News,2020-03-23 18:26:00,Premier Brian Pallister says,Manitobans looking to help others during the COVID-19 pandemic now have access to an online tool that can help them do just that.,New online tool will help vulnerable Manitobans,Manitobans looking to help others during the COVID-19 pandemic now have access to an online tool that can help them do just that. The province and North Forge Technology Exchange
"",2020-03-21 05:29:00,land and port — with limited exceptions,In a press release Friday evening the N.W.T chief public health officer announced she intends to restrict all travel,N.W.T. to close borders to all inbound travel by air,with limited exceptions
"",The Registered Nurses’ Association of Ontario (RNAO) and Ontario Medical Association (OMA) are urging the provincial government to draw more attention to production of personal protective equipment (PPE) for frontline health-care workers as the threat of shortage becomes more realistic.,2020-03-22 21:41:00,The Registered Nurses Association of Ontario (RNAO) and Ontario Medical Association (OMA) are urging the provincial government to draw more attention to production of personal protective equipment (PPE) for frontline health-care workers as the threat of shortage becomes more realistic.  Health-care workers are at high risk of exposure to the virus,Mask shortage is imminent: Health workers associations urge province to take more action,said Dr. Sohail Gandhi
"",A Manitoban who has been in China for nearly three months says the country is finally beginning to return to normal as the COVID-19 outbreak slows down in that part of the world — a glimmer of hope as other parts of the world struggle to contain its spread.,2020-03-24 04:01:00,A Manitoban who has been in China for nearly three months says the country is finally beginning to return to normal as the COVID-19 outbreak slows down in that part of the world — a glimmer of hope as other parts of the world struggle to contain its spread. Im seeing a lot of people are starting to take off the face mask because things have relaxed a lot,Manitoba man in China offers glimmer of optimism on COVID-19 pandemic,Bruce Benson told CBCs Information Radio on Monday
The Canadian Press,Students at several post-secondary institutions are being asked or told to move out of their dorms in response to COVID-19.,2020-03-18 16:36:00,Students at several post-secondary institutions are being asked or told to move out of their dorms in response to COVID-19. The University of Ottawa is requiring all students aside from international ones or those with exceptional circumstances to fully vacate their rooms by Sunday afternoon. The university says the move represents a critical step in reducing the spread and impact of the virus. Torontos Ryerson University has issued a similar directive,Students at several Ontario colleges and universities asked to vacate dorms over COVID-19,but says students have until Monday to leave. It says students who are unable to go home due to travel restrictions or need extra time to arrange an out-of-province move can apply for an exception. On Monday
"",2020-03-19 14:55:00,U.S. border likely to kick in Friday night: Trudeau,Prime Minister Justin Trudeau said today he expects new restrictions on non-essential travel at the Canada-U.S. border to take effect Friday night,Travel restrictions at Canada,but cautioned that both sides are still fine-tuning the agreement.
Cbc News,Yukons Eagle Gold mine will continue operating through the COVID-19 pandemic,2020-03-25 13:00:00,with workers staying on or off site for longer periods of time.,Yukons Eagle Mine alters worker schedules in response to COVID-19,Yukons Eagle Gold mine will continue operating through the COVID-19 pandemic
"",As the fight continues to slow the spread of COVID-19,2020-03-23 08:00:00,Canadas foreign signals intelligence agency is waging war agains another type of virus: disinformation.,Canadas cyber spies taking down sites as battle against COVID-19 fraud begins,As the fight continues to slow the spread of COVID-19
Cbc News,2020-03-25 10:56:00,says premier,Premier Dwight Ball says help will be coming for renters in Newfoundland and Labrador as people prepare to pay rent whether they are working or not during the provinces public health emergency caused by COVID-19.,Renter relief for COVID-19 related issues coming,Premier Dwight Ball says help is coming from the provincial and federal governments for renters in Newfoundland and Labrador.  (CBC) Premier Dwight Ball said help will be coming for renters in Newfoundland and Labrador as the first of the month draws closer and people will be preparing to pay rent
"",public from COVID-19,Manitoba real estate groups say to protect clients,2020-03-24 03:59:00,Stop holding open houses,Three real estate associations in the province are calling on realtors to stop inviting clients to open houses as the pandemic situation escalates in Manitoba.
Cbc News,London police are closing the door of their headquarters effective immediately. The move is to protect the public and their staff against the spread of COVID-19.,2020-03-23 21:29:00,As businesses and services continue to shutter across the city,London police headquarters closed to the public,London police are closing the doors of their headquarters to the public. Police say the decision was made as an effort to protect the public and their staff against the spread of COVID-19. The London Police Service continues to consult with public health officials in making decisions that balance the need to provide community safety while maintaining the health and safety of our members
Paul Palmeter Is An Award-Winning Video Journalist Born,Olympic decision could end career of world champion paddler Mark de Jonge,Sports Stories Across The Province For Years.,2020-03-24 12:01:00,Raised In The Annapolis Valley. He Has Covered News,The decision Tuesday to postpone the 2020 Summer Olympic Games in Tokyo for a year due to the COVID-19 pandemic could spell the end of the successful career of Halifax-based world champion paddler Mark de Jonge.
"",The Registered Nurses’ Association of Ontario (RNAO) and Ontario Medical Association (OMA) are urging the provincial government to draw more attention to production of personal protective equipment (PPE) for frontline health-care workers as the threat of shortage becomes more realistic.,2020-03-22 21:41:00,The Registered Nurses Association of Ontario (RNAO) and Ontario Medical Association (OMA) are urging the provincial government to draw more attention to production of personal protective equipment (PPE) for frontline health-care workers as the threat of shortage becomes more realistic.  Health-care workers are at high risk of exposure to the virus,Mask shortage is imminent: Health workers associations urge province to take more action,said Dr. Sohail Gandhi
The Canadian Press,Students at several post-secondary institutions are being asked or told to move out of their dorms in response to COVID-19.,2020-03-18 16:36:00,Students at several post-secondary institutions are being asked or told to move out of their dorms in response to COVID-19. The University of Ottawa is requiring all students aside from international ones or those with exceptional circumstances to fully vacate their rooms by Sunday afternoon. The university says the move represents a critical step in reducing the spread and impact of the virus. Torontos Ryerson University has issued a similar directive,Students at several Ontario colleges and universities asked to vacate dorms over COVID-19,but says students have until Monday to leave. It says students who are unable to go home due to travel restrictions or need extra time to arrange an out-of-province move can apply for an exception. On Monday
"",A 7-Eleven store in downtown Calgary has been temporarily closed,2020-03-24 03:49:00,after a worker was confirmed to have COVID-19.,7-Eleven store in downtown Calgary temporarily closed after worker tests positive for COVID-19,A 7-Eleven store in downtown Calgary has been temporarily closed after a worker was confirmed to have COVID-19. 7-Eleven is advising anyone who visited the store
"",2020-03-19 14:55:00,U.S. border likely to kick in Friday night: Trudeau,Prime Minister Justin Trudeau said today he expects new restrictions on non-essential travel at the Canada-U.S. border to take effect Friday night,Travel restrictions at Canada,but cautioned that both sides are still fine-tuning the agreement.
Cbc News,Ottawa now has 16 confirmed COVID-19 cases,2020-03-19 14:37:00,with 258 confirmed cases provincewide.,2 new cases of COVID-19 in Ottawa Thursday,Ottawa now has 16 confirmed COVID-19 cases
Cbc News,Ontario has issued new rules for jail staff after a guard reportedly tested positive for COVID-19 — but correctional officers tell CBC News that for days staff were expected to report for work even after returning for travel,2020-03-20 14:25:00,provided they didnt have symptoms.,New rules in place for Ontario jail staff after guard reportedly tests positive for COVID-19,Ontario has issued new rules for jail staff after a guard reportedly tested positive for COVID-19 — but correctional officers say that for days
"",OC Transpo and other transit services in the area are rolling out a series of schedule changes given that the number of riders has dropped dramatically in response to physical distancing and self-isolation recommendations.,2020-03-24 22:48:00,Ridership on OC Transpo has dropped 70 to 90 per cent since the adoption of physical distancing and self-isolation measures to slow the spread of COVID-19,OC Transpo scales back service as ridership plummets during pandemic,according to a memo sent to Ottawa city council Tuesday. The drop has led OC Transpo to start rolling out services changes to the transit system beginning this week
Cbc News,The province,2020-03-23 22:12:00,City of Edmonton and social agencies will house homeless people at Edmonton’s EXPO Centre,EXPO Centre opens to Edmontons homeless during pandemic,starting Monday.
"",2020-03-20 13:44:00,Diavik diamond mines sending some N.W.T. workers from remote centres home,Gahcho Kué mine is the latest mine in the N.W.T. to announce its measures for COVID-19. Earlier Friday,Gahcho Kué,Diavik announced mine workers from several northern communities are being sent home with pay
Cbc News,2020-03-10 21:45:00,expert predicts,A petroleum expert predicts the price of gas will drop by 10 cents per litre in Ottawa by Wednesday morning.,Gas prices to drop by 10 cents/litre,A petroleum expert predicts the price of gas will drop by 10 cents per litre in Ottawa by Wednesday morning. Roger McKnight
"",2020-03-19 11:00:00,study finds,Children of all ages are susceptible to COVID-19 and while their symptoms are generally less severe than those of adults,Some children with COVID-19 become seriously ill,a small percentage — particularly preschoolers and infants — can become seriously ill
